Trigram,Frekuensi
berdampak terhadap kehidupan,1
dan lingkungan hampir,1
lingkungan hampir semua,1
hampir semua produk,1
semua produk energi,1
produk energi nrqyhqvlrqdo,1
energi nrqyhqvlrqdo gdq,1
nrqyhqvlrqdo gdq udqfdqjdq,1
gdq udqfdqjdq prwru,1
udqfdqjdq prwru edndu,1
prwru edndu dqjgljxqdndqgdodpvhnwruwudqvsruwdvl,1
edndu dqjgljxqdndqgdodpvhnwruwudqvsruwdvl pdvlk,1
dqjgljxqdndqgdodpvhnwruwudqvsruwdvl pdvlk phqhedendq,1
pdvlk phqhedendq vxpehu,1
phqhedendq vxpehu hplvl,1
vxpehu hplvl shqfhpdudq,1
hplvl shqfhpdudq xgdud,1
shqfhpdudq xgdud 3hqjjxqddq,1
xgdud 3hqjjxqddq 0,1
3hqjjxqddq 0 dkdqdndu0lqdn,1
0 dkdqdndu0lqdn ehqvlqgdodpprwru,1
dkdqdndu0lqdn ehqvlqgdodpprwru edndudndqvhodoxphqjhoxdundqvhqdzd,1
ehqvlqgdodpprwru edndudndqvhodoxphqjhoxdundqvhqdzd vhqdzd,1
edndudndqvhodoxphqjhoxdundqvhqdzd vhqdzd vhshuwl,1
vhqdzd vhshuwl 2,1
vhshuwl 2 nduerq,1
2 nduerq prqrnvlgd,1
nduerq prqrnvlgd 7,1
prqrnvlgd 7 wrwdoklgurnduerq,1
7 wrwdoklgurnduerq 763,1
wrwdoklgurnduerq 763 ghex,1
763 ghex 12,1
ghex 12 oksidaoksida,1
12 oksidaoksida nitrogen,1
oksidaoksida nitrogen dan,1
nitrogen dan sox,1
dan sox oksida,1
sox oksida rnvlgdvxoixu,1
oksida rnvlgdvxoixu 3dnduwd,1
rnvlgdvxoixu 3dnduwd 3uhplxp,1
3dnduwd 3uhplxp dqj,1
3uhplxp dqj glexexkl,1
dqj glexexkl 7,1
glexexkl 7 dndq,1
7 dndq mengeluarkan,1
dndq mengeluarkan timbal,1
mengeluarkan timbal solar,1
timbal solar dalam,1
solar dalam motor,1
dalam motor glvhodndqphqjhoxdundqehehudsdvhqdzd,1
motor glvhodndqphqjhoxdundqehehudsdvhqdzd wdpedkdqglvdpslqjvhqdzdwhuvhexwgl,1
glvhodndqphqjhoxdundqehehudsdvhqdzd wdpedkdqglvdpslqjvhqdzdwhuvhexwgl dwdv,1
wdpedkdqglvdpslqjvhqdzdwhuvhexwgl dwdv dqj,1
dwdv dqj whuxwdpd,1
dqj whuxwdpd dgdodk,1
whuxwdpd dgdodk iudnvliudnvl,1
dgdodk iudnvliudnvl rujdqlnvhshuwldoghklgd3,1
iudnvliudnvl rujdqlnvhshuwldoghklgd3 3rololidwln,1
rujdqlnvhshuwldoghklgd3 3rololidwln lgurnduerq,1
3rololidwln lgurnduerq dqj,1
lgurnduerq dqj phpsxqdl,1
dqj phpsxqdl gdpsdn,1
phpsxqdl gdpsdn nhvhkdwdqdqjohelkehvdu,1
gdpsdn nhvhkdwdqdqjohelkehvdu nduvlqrjhqln,1
nhvhkdwdqdqjohelkehvdu nduvlqrjhqln gledqglqj,1
nduvlqrjhqln gledqglqj ghqjdq,1
gledqglqj ghqjdq vhqdzdvhqdzd,1
ghqjdq vhqdzdvhqdzd odlqqd,1
vhqdzdvhqdzd odlqqd 6hshuwlwhodkglvhexwndqvhehoxpqd,1
odlqqd 6hshuwlwhodkglvhexwndqvhehoxpqd penggunaan,1
6hshuwlwhodkglvhexwndqvhehoxpqd penggunaan bahan,1
bahan bakar untuk,2
bakar untuk kendaraan,1
untuk kendaraan bermotor,1
kendaraan bermotor dapat,1
bermotor dapat mengemisikan,1
dapat mengemisikan zatzat,1
mengemisikan zatzat shqfhpdu,1
zatzat shqfhpdu vhshuwl,1
shqfhpdu vhshuwl 2,1
vhshuwl 2 12,1
2 12 62,1
12 62 ghex,1
62 ghex klgurnduerq,1
ghex klgurnduerq mxjd,1
klgurnduerq mxjd wlpedo,1
mxjd wlpedo 8gdud,1
wlpedo 8gdud dqj,1
8gdud dqj whufhpdu,1
dqj whufhpdu rohk,1
whufhpdu rohk dwdw,1
rohk dwdw whuvhexw,1
dwdw whuvhexw gdsdw,1
whuvhexw gdsdw phqhedendq,1
gdsdw phqhedendq jdqjjxdq,2
phqhedendq jdqjjxdq nhvhkdwdq,2
jdqjjxdq nhvhkdwdq dqj,1
nhvhkdwdq dqj ehuehgdwlqjndwdqgdqmhqlvqdwhujdqwxqj,1
dqj ehuehgdwlqjndwdqgdqmhqlvqdwhujdqwxqj gdul,1
ehuehgdwlqjndwdqgdqmhqlvqdwhujdqwxqj gdul pdfdp,1
gdul pdfdp xnxudq,1
pdfdp xnxudq gdq,1
xnxudq gdq nrpsrvlvl,1
gdq nrpsrvlvl nlpldzlqd,1
nrpsrvlvl nlpldzlqd gangguan,1
nlpldzlqd gangguan tersebut,1
gangguan tersebut terutama,1
tersebut terutama terjadi,1
terutama terjadi pada,1
terjadi pada fungsi,1
pada fungsi faal,1
fungsi faal dari,1
faal dari organ,1
dari organ tubuh,1
organ tubuh seperti,1
tubuh seperti paruparu,1
seperti paruparu dan,1
paruparu dan pembuluh,1
dan pembuluh darah,1
pembuluh darah atau,1
darah atau phqhedendq,1
atau phqhedendq lulwdvl,1
phqhedendq lulwdvl sdgd,1
lulwdvl sdgd pdwd,1
sdgd pdwd gdq,1
pdwd gdq nxolw,1
gdq nxolw ldvdqd,1
nxolw ldvdqd shqfhpdudq,1
ldvdqd shqfhpdudq xgdud,1
shqfhpdudq xgdud nduhqd,1
xgdud nduhqd sduwlnhoghexgdsdwphqhedendqshqdnlw,1
nduhqd sduwlnhoghexgdsdwphqhedendqshqdnlw shuqdsdvdqnurqlvvhshuwleurqfklwlvnurqlv,1
sduwlnhoghexgdsdwphqhedendqshqdnlw shuqdsdvdqnurqlvvhshuwleurqfklwlvnurqlv hphvpdsduxdvpdeurqfkldogdqedkndq,1
shuqdsdvdqnurqlvvhshuwleurqfklwlvnurqlv hphvpdsduxdvpdeurqfkldogdqedkndq kanker,1
hphvpdsduxdvpdeurqfkldogdqedkndq kanker paruparu,1
kanker paruparu dgdu,1
paruparu dgdu wlpedo,1
dgdu wlpedo dqj,1
wlpedo dqj wlqjjl,1
dqj wlqjjl gl,1
wlqjjl gl xgdud,1
gl xgdud juga,1
xgdud juga dapat,1
juga dapat mengganggu,1
dapat mengganggu pembentukan,1
mengganggu pembentukan sel,1
pembentukan sel gdudkphudkhmdodnhudfxqdqglqlpxodl,1
sel gdudkphudkhmdodnhudfxqdqglqlpxodl glwxqmxnndq,1
gdudkphudkhmdodnhudfxqdqglqlpxodl glwxqmxnndq ghqjdq,1
glwxqmxnndq ghqjdq whujdqjjxqd,1
ghqjdq whujdqjjxqd ixqjvl,1
whujdqjjxqd ixqjvl enzim,1
ixqjvl enzim untuk,1
enzim untuk pembentukan,1
untuk pembentukan sel,1
pembentukan sel darah,1
sel darah merah,1
darah merah dqj,1
merah dqj sdgd,1
dqj sdgd dnkluqd,1
sdgd dnkluqd gdsdw,1
dnkluqd gdsdw phqhedendq,1
jdqjjxdq nhvhkdwdq odlqqd,1
nhvhkdwdq odlqqd vhshuwl,1
odlqqd vhshuwl anemia,1
vhshuwl anemia kerusakan,1
anemia kerusakan ginjal,1
kerusakan ginjal dan,1
ginjal dan lainlain,1
dan lainlain vhgdqjnhudfxqdq3eehuvlidwdnxpxodwli,1
lainlain vhgdqjnhudfxqdq3eehuvlidwdnxpxodwli hudfxqdq,1
vhgdqjnhudfxqdq3eehuvlidwdnxpxodwli hudfxqdq jdv,1
hudfxqdq jdv 2,1
jdv 2 wlpexo,1
2 wlpexo vhedjdl,1
wlpexo vhedjdl dnledw,1
vhedjdl dnledw whuehqwxnqd,1
dnledw whuehqwxnqd nduernvlkhprjorelq,1
whuehqwxnqd nduernvlkhprjorelq 2e,1
nduernvlkhprjorelq 2e gdodp,1
2e gdodp gdudk,1
gdodp gdudk qlwdv,1
gdudk qlwdv 2,1
qlwdv 2 dqj,1
2 dqj lebih,1
dqj lebih besar,1
lebih besar dibanding,1
besar dibanding dengan,1
dibanding dengan oksigen,1
dengan oksigen o2,1
oksigen o2 whukdgdsephqhedendqixqjvle,1
o2 whukdgdsephqhedendqixqjvle untuk,1
whukdgdsephqhedendqixqjvle untuk membawa,1
untuk membawa oksigen,1
membawa oksigen ke,1
seluruh tubuh phqmdgl,1
tubuh phqmdgl whujdqjjx,1
phqmdgl whujdqjjx 3,1
whujdqjjx 3 dnduwd,1
3 dnduwd 6hodudv,1
dnduwd 6hodudv ghqjdq,1
6hodudv ghqjdq lwx,1
ghqjdq lwx ehunxudqjqd,1
lwx ehunxudqjqd shqhglddq,1
ehunxudqjqd shqhglddq rnvljhq,1
shqhglddq rnvljhq nh,1
rnvljhq nh vhoxuxk,1
nh vhoxuxk wxexk,1
vhoxuxk wxexk apabila,1
wxexk apabila tidak,1
apabila tidak segera,1
tidak segera mendapat,1
segera mendapat udara,1
mendapat udara segar,1
udara segar akan,1
segar akan membuat,1
akan membuat sesak,1
membuat sesak napas,1
sesak napas dan,1
napas dan dapat,1
dan dapat phqhedendqnhpdwldq6hphqwdudedkdq,1
dapat phqhedendqnhpdwldq6hphqwdudedkdq shqfhpdu,1
phqhedendqnhpdwldq6hphqwdudedkdq shqfhpdu xgdud,1
shqfhpdu xgdud vhshuwl,1
xgdud vhshuwl 12,1
vhshuwl 12 62,1
12 62 gdq,1
62 gdq h26,1
gdq h26 gdsdw,1
h26 gdsdw phudqjvdqj,1
gdsdw phudqjvdqj shuqdsdvdq,1
phudqjvdqj shuqdsdvdq dqj,1
shuqdsdvdq dqj mengakibatkan,1
dqj mengakibatkan iritasi,1
mengakibatkan iritasi dan,1
iritasi dan peradangan,1
dan peradangan d,1
peradangan d upaya,1
d upaya untuk,1
upaya untuk mengurangi,1
untuk mengurangi dampak,1
mengurangi dampak polusipencemaran,1
dampak polusipencemaran udara,1
polusipencemaran udara 8sdd,1
udara 8sdd shqjhqgdoldq,1
8sdd shqjhqgdoldq shqfhpdudq,1
shqjhqgdoldq shqfhpdudq xgdud,1
xgdud dnledw nhqgduddq,1
dnledw nhqgduddq ehuprwru,1
ehuprwru dqj phqfdnxs,1
dqj phqfdnxs xsddxsdd,1
phqfdnxs xsddxsdd shqjhqgdoldq,1
xsddxsdd shqjhqgdoldq baik,1
shqjhqgdoldq baik langsung,1
baik langsung maupun,1
tidak langsung 247,1
langsung 247 jurnal,1
247 jurnal manajemen,1
issn 23554721 akan,1
23554721 akan dapat,1
akan dapat menurunkan,1
dapat menurunkan tingkat,1
menurunkan tingkat emisi,1
tingkat emisi dari,1
emisi dari nhqgduddq,1
dari nhqgduddq ehuprwru,1
nhqgduddq ehuprwru vhfdud,1
ehuprwru vhfdud hihnwli,1
vhfdud hihnwli dqwdud,1
hihnwli dqwdud odlq,1
dqwdud odlq 6xgudmdg,1
odlq 6xgudmdg 1,1
6xgudmdg 1 mengurangi,1
1 mengurangi jumlah,1
mengurangi jumlah mobil,1
jumlah mobil lalu,1
mobil lalu lalang,1
lalu lalang 0lvdoqd,1
lalang 0lvdoqd ghqjdq,1
0lvdoqd ghqjdq mdodq,1
ghqjdq mdodq ndnl,1
mdodq ndnl qdln,1
ndnl qdln sepeda,1
qdln sepeda kendaraan,1
sepeda kendaraan umum,1
kendaraan umum atau,1
umum atau naik,1
atau naik satu,1
naik satu kendaraan,1
satu kendaraan pribadi,1
kendaraan pribadi bersama,1
pribadi bersama teman,1
bersama teman teman,1
teman teman car,1
teman car pooling,1
car pooling 2,1
pooling 2 selalu,1
2 selalu merawat,1
selalu merawat mobil,1
merawat mobil dengan,1
mobil dengan saksama,1
dengan saksama agar,1
saksama agar tidak,1
agar tidak boros,1
tidak boros bahan,1
boros bahan bakar,1
bahan bakar dan,1
bakar dan dvdsqdwlgdnphqjrwrulxgdud,1
dan dvdsqdwlgdnphqjrwrulxgdud 3,1
dvdsqdwlgdnphqjrwrulxgdud 3 0hplqlpdondqshpdndldq3lolkodk,1
3 0hplqlpdondqshpdndldq3lolkodk ac,1
0hplqlpdondqshpdndldq3lolkodk ac noncfc,1
ac noncfc dan,1
noncfc dan hemat,1
dan hemat energi,1
hemat energi 4,1
energi 4 0hplolkehqvlqdqjehedvwlpedo,1
4 0hplolkehqvlqdqjehedvwlpedo unleaded,1
0hplolkehqvlqdqjehedvwlpedo unleaded fuel,1
unleaded fuel simpulan,1
fuel simpulan solusi,1
simpulan solusi untuk,1
solusi untuk mengatasi,1
untuk mengatasi polusi,1
mengatasi polusi udara,1
polusi udara kota,1
udara kota terutama,1
kota terutama ditujukan,1
terutama ditujukan pada,1
ditujukan pada pembenahan,1
pada pembenahan sektor,1
pembenahan sektor transportasi,1
sektor transportasi dengan,1
transportasi dengan tanpa,1
dengan tanpa mengabaikan,1
tanpa mengabaikan sektorsektor,1
mengabaikan sektorsektor lain,1
sektorsektor lain pdndwlgdndgdndwdodlqnhfxdolkduxvpdx,1
lain pdndwlgdndgdndwdodlqnhfxdolkduxvpdx belajar,1
pdndwlgdndgdndwdodlqnhfxdolkduxvpdx belajar dari,1
belajar dari kotakota,1
dari kotakota besar,1
kotakota besar lain,1
besar lain di,1
di dunia dqj,1
dunia dqj whodk,1
dqj whodk ehukdvlo,1
whodk ehukdvlo phqxuxqndq,1
ehukdvlo phqxuxqndq sroxvl,1
phqxuxqndq sroxvl udara,1
sroxvl udara dan,1
udara dan angka,1
dan angka kesakitan,1
angka kesakitan serta,1
kesakitan serta kematian,1
serta kematian dqjgldnledwndqnduhqdqdldqwdudqd,1
kematian dqjgldnledwndqnduhqdqdldqwdudqd dengan,1
dqjgldnledwndqnduhqdqdldqwdudqd dengan pembatasan,1
dengan pembatasan izin,1
pembatasan izin bagi,1
izin bagi angkutan,1
bagi angkutan xpxp,1
angkutan xpxp nhflo,1
xpxp nhflo ghqjdq,1
nhflo ghqjdq phpshuedqdn,1
ghqjdq phpshuedqdn nhqgduddqdqjnxwdqpdvvdo,1
phpshuedqdn nhqgduddqdqjnxwdqpdvvdo vhshuwlexvgdq,1
nhqgduddqdqjnxwdqpdvvdo vhshuwlexvgdq nhuhwddslglshuedqdnhpxgldqkontrol,1
vhshuwlexvgdq nhuhwddslglshuedqdnhpxgldqkontrol terhadap,1
nhuhwddslglshuedqdnhpxgldqkontrol terhadap jumlah,1
terhadap jumlah kendaraan,1
jumlah kendaraan pribadi,1
kendaraan pribadi juga,1
pribadi juga dapat,1
juga dapat dilakukan,1
dapat dilakukan seiring,1
dilakukan seiring dengan,1
seiring dengan perbaikan,1
dengan perbaikan pada,1
perbaikan pada sejumlah,1
pada sejumlah angkutan,1
sejumlah angkutan umum,1
angkutan umum 6hodqmxwqd,1
umum 6hodqmxwqd shpedwdvdq,1
6hodqmxwqd shpedwdvdq xvld,1
shpedwdvdq xvld kendaraan,1
xvld kendaraan terutama,1
kendaraan terutama bagi,1
terutama bagi angkutan,1
bagi angkutan umum,1
angkutan umum juga,1
umum juga perlu,1
juga perlu mendapatkan,1
perlu mendapatkan pertimbangan,1
mendapatkan pertimbangan vhfdud,1
pertimbangan vhfdud nkxvxv,1
vhfdud nkxvxv phqjlqjdw,1
nkxvxv phqjlqjdw vhpdnlq,1
phqjlqjdw vhpdnlq wxd,1
vhpdnlq wxd nhqgduddq,1
wxd nhqgduddq dsdodjl,1
nhqgduddq dsdodjl dqj,1
dsdodjl dqj nxudqj,1
dqj nxudqj terawat,1
nxudqj terawat sangat,1
terawat sangat berpotensi,1
sangat berpotensi besar,1
berpotensi besar sebagai,1
besar sebagai shqxpedqjsroxwdqxgdud6hodudvghqjdq,1
sebagai shqxpedqjsroxwdqxgdud6hodudvghqjdq itu,1
shqxpedqjsroxwdqxgdud6hodudvghqjdq itu pembangunan,1
itu pembangunan mrt,1
pembangunan mrt dan,1
mrt dan electronic,1
dan electronic road,1
electronic road pricing,1
road pricing 53,1
pricing 53 mxjdphqghvdnxqwxn,1
53 mxjdphqghvdnxqwxn gluhdolvdvlndqlvdpslqjlwxpengaturan,1
mxjdphqghvdnxqwxn gluhdolvdvlndqlvdpslqjlwxpengaturan lalu,1
gluhdolvdvlndqlvdpslqjlwxpengaturan lalu lintas,1
lalu lintas ramburambu,1
lintas ramburambu dan,1
terhadap pelanggaran berkendara,1
pelanggaran berkendara benarbenar,1
berkendara benarbenar dapat,1
dapat diwujudkan begitu,1
diwujudkan begitu juga,1
begitu juga xml,1
juga xml hplvl,1
xml hplvl dqj,1
hplvl dqj glodnxndq,1
dqj glodnxndq vhfdud,1
glodnxndq vhfdud ehundod,1
vhfdud ehundod serta,1
ehundod serta penanaman,1
serta penanaman pohon,1
penanaman pohon berdaun,1
pohon berdaun lebar,1
berdaun lebar di,1
lebar di slqjjlumdodqwhuxwdpddqjodoxolqwdvqd,1
di slqjjlumdodqwhuxwdpddqjodoxolqwdvqd padat,1
slqjjlumdodqwhuxwdpddqjodoxolqwdvqd padat dapat,1
padat dapat juga,1
dapat juga mengurangi,1
juga mengurangi polusi,1
mengurangi polusi udara,1
polusi udara daftar,1
udara daftar pustaka,1
daftar pustaka dgdq,1
pustaka dgdq 3hqjhoroddq,1
dgdq 3hqjhoroddq lqjnxqjdq,2
3hqjhoroddq lqjnxqjdq lgxs,2
lqjnxqjdq lgxs dhudk,2
lgxs dhudk dnduwd,2
dhudk dnduwd zat,1
dnduwd zat zat,1
zat zat pencemar,1
zat pencemar udara,1
pencemar udara dgdq,1
udara dgdq 3hqjhoroddq,1
dhudk dnduwd pengertian,1
dnduwd pengertian pencemaran,1
pengertian pencemaran udara,1
pencemaran udara dvvdq,1
udara dvvdq 0,1
dvvdq 0 tedo,1
0 tedo pokokpokok,1
tedo pokokpokok materi,1
pokokpokok materi metodologi,1
materi metodologi penelitian,1
metodologi penelitian dnduwd,1
penelitian dnduwd kdoldqgrqhvld,1
dnduwd kdoldqgrqhvld rkquhvzhooresearh,1
kdoldqgrqhvld rkquhvzhooresearh design,1
rkquhvzhooresearh design qualitative,1
design qualitative quantitative,1
qualitative quantitative approaches1hzrun,1
quantitative approaches1hzrun 6djh,1
approaches1hzrun 6djh 3xeolfdwlrqqf,1
6djh 3xeolfdwlrqqf 6xgudmdg,1
3xeolfdwlrqqf 6xgudmdg jxqj,1
6xgudmdg jxqj pencemaran,1
jxqj pencemaran udara,1
pencemaran udara suatu,1
udara suatu pendahuluan,1
suatu pendahuluan wws,1
pendahuluan wws ndpdvhbxjpdkrrfrlg,1
wws ndpdvhbxjpdkrrfrlg dqxdul,1
ndpdvhbxjpdkrrfrlg dqxdul ruog,1
dqxdul ruog hdowk,1
ruog hdowk 2ujdqldwlrq,4
hdowk 2ujdqldwlrq environmental,4
2ujdqldwlrq environmental health,4
environmental health criteria,4
health criteria no,4
criteria no 3,1
no 3 lead,1
3 lead geneva,1
lead geneva ruog,1
geneva ruog hdowk,3
criteria no 4,1
no 4 oxides,1
4 oxides of,1
oxides of nitrogen,1
of nitrogen geneva,1
nitrogen geneva ruog,1
criteria no 7,1
no 7 photochemical,1
7 photochemical oxidants,1
photochemical oxidants geneva,1
oxidants geneva ruog,1
criteria no 8,1
no 8 sulfur,1
8 sulfur oxides,1
sulfur oxides and,1
oxides and suspended,1
and suspended particulate,1
particulate matter geneva,1
matter geneva jurnal,1
geneva jurnal manajemen,1
issn 23554721 halaman,1
23554721 halaman ini,1
halaman ini sengaja,1
ini sengaja dikosongkan,1
issn 23392541 jurnal,1
23392541 jurnal gaussian,1
jurnal gaussian volume,1
gaussian volume 11,1
volume 11 nomor,1
11 nomor 4,1
4 tahun 2022,6
tahun 2022 halaman,6
2022 halaman 506,1
halaman 506 511,1
506 511 online,1
511 online di,1
online di httpsejournal3undipacidindexphpgaussian,1
di httpsejournal3undipacidindexphpgaussian penerapan,1
httpsejournal3undipacidindexphpgaussian penerapan algoritma,1
penerapan algoritma backpropagation,1
algoritma backpropagation dan,2
backpropagation dan optimasi,1
dan optimasi conjugate,1
optimasi conjugate gradient,1
conjugate gradient untuk,1
gradient untuk klasifikasi,1
untuk klasifikasi hasil,1
klasifikasi hasil tes,1
hasil tes laboratorium,4
tes laboratorium wahyu,1
laboratorium wahyu tiara,1
wahyu tiara rosaamalia1,1
tiara rosaamalia1 rukun,1
rosaamalia1 rukun santoso2,1
rukun santoso2 suparti3,1
santoso2 suparti3 123departemen,1
suparti3 123departemen statistika,1
123departemen statistika fakultas,1
statistika fakultas sains,1
fakultas sains dan,1
sains dan matematika,1
dan matematika universitas,1
matematika universitas diponegoro,1
universitas diponegoro email,1
diponegoro email wtiararstudentsundipacid,1
email wtiararstudentsundipacid doi,1
wtiararstudentsundipacid doi 1014710jgauss114506511,1
doi 1014710jgauss114506511 article,1
1014710jgauss114506511 article info,1
article info received,1
info received 20220728,1
received 20220728 accepted,1
20220728 accepted 20221015,1
accepted 20221015 available,1
20221015 available online,1
available online 20230225,1
online 20230225 keywords,1
20230225 keywords backpropagation,1
keywords backpropagation conjugate,1
backpropagation conjugate gradient,1
conjugate gradient blood,1
gradient blood classification,1
blood classification abstract,1
classification abstract a,1
abstract a blood,1
a blood test,1
blood test is,1
test is generally,1
is generally used,1
generally used to,1
used to evaluate,1
to evaluate the,1
evaluate the condition,1
of the blood,1
the blood and,1
blood and its,1
and its components,1
its components conduct,1
components conduct screening,1
conduct screening and,1
screening and aid,1
and aid diagnosis,1
aid diagnosis blood,1
diagnosis blood tests,1
blood tests in,1
tests in the,1
in the laboratory,1
the laboratory are,1
laboratory are commonly,1
are commonly used,1
commonly used to,1
used to deliberate,1
to deliberate whether,1
deliberate whether a,1
whether a patient,1
a patient needs,1
patient needs to,1
to be hospitalized,1
be hospitalized or,1
hospitalized or treated,1
or treated as,1
treated as an,1
as an outpatient,1
an outpatient backpropagation,1
outpatient backpropagation algorithm,1
backpropagation algorithm was,1
algorithm was selected,1
was selected for,1
selected for its,1
for its ability,1
its ability to,1
ability to solve,1
to solve complex,1
solve complex problems,1
complex problems conjugate,1
problems conjugate gradient,1
conjugate gradient optimization,1
gradient optimization is,1
optimization is used,1
is used because,1
used because it,1
because it facilitates,1
it facilitates faster,1
facilitates faster solution,1
faster solution search,1
solution search an,1
search an electronic,1
an electronic medical,1
electronic medical record,1
medical record containing,1
record containing the,1
containing the results,1
results of patient,1
of patient laboratory,1
patient laboratory examinations,1
laboratory examinations was,1
examinations was obtained,1
was obtained from,1
obtained from mendeley,1
from mendeley the,1
mendeley the data,1
the data was,1
data was divided,1
was divided into,1
divided into training,1
into training and,1
training and testing,1
and testing with,1
testing with a,1
with a 955,1
a 955 ratio,1
955 ratio which,1
ratio which was,1
which was discovered,1
was discovered to,1
discovered to be,1
to be the,1
be the best,1
the best ratio,1
best ratio from,1
ratio from the,1
from the experiments,1
the experiments the,1
experiments the best,1
the best architecture,1
best architecture was,1
architecture was achieved,1
was achieved by,1
achieved by a,1
by a combination,1
a combination of,2
combination of 10,1
of 10 neurons,1
10 neurons in,1
neurons in the,3
in the input,1
the input layer,1
input layer 16,2
layer 16 neurons,1
16 neurons in,1
in the first,1
the first hidden,2
first hidden layer,1
hidden layer 2,1
layer 2 neurons,1
2 neurons in,1
in the second,1
the second hidden,2
second hidden layer,2
hidden layer and,1
layer and a,1
and a neuron,1
a neuron in,1
neuron in the,1
in the output,1
the output layer,1
output layer purelin,1
layer purelin is,1
purelin is used,1
is used as,1
used as the,1
as the activation,1
the activation function,1
activation function for,1
function for both,1
for both the,1
both the first,1
first hidden and,1
hidden and output,1
and output layers,1
output layers whereas,1
layers whereas the,1
whereas the binary,1
the binary sigmoid,1
binary sigmoid is,1
sigmoid is used,1
is used for,1
used for the,1
for the second,1
hidden layer the,1
layer the analysis,1
the analysis revealed,1
analysis revealed that,1
revealed that for,1
that for 100,1
for 100 bootstraps,1
100 bootstraps in,1
bootstraps in training,1
in training data,1
training data the,1
data the network,1
the network worked,1
network worked with,1
worked with an,1
with an average,1
an average accuracy,1
average accuracy of,1
accuracy of 6017,1
of 6017 and,1
6017 and a,1
and a recall,1
a recall of,1
recall of 9977,1
of 9977 while,1
9977 while the,1
while the accuracy,1
the accuracy results,1
accuracy results in,1
results in testing,1
in testing data,1
testing data were,1
data were 6923,1
were 6923 1,1
6923 1 pendahuluan,1
1 pendahuluan pemeriksaan,1
pendahuluan pemeriksaan darah,1
pemeriksaan darah merupakan,1
darah merupakan pemeriksaan,1
merupakan pemeriksaan yang,1
pemeriksaan yang sering,1
yang sering diminta,1
sering diminta dalam,1
diminta dalam rumah,1
dalam rumah sakit,1
rumah sakit untuk,1
sakit untuk menginformasikan,1
untuk menginformasikan keadaan,1
menginformasikan keadaan darah,1
keadaan darah dan,1
darah dan komponennya,1
dan komponennya rosida,1
komponennya rosida hendriyono,1
rosida hendriyono 2015,1
hendriyono 2015 pemeriksaan,1
2015 pemeriksaan darah,1
pemeriksaan darah digunakan,1
darah digunakan untuk,1
digunakan untuk menerapkan,1
untuk menerapkan diagnose,1
menerapkan diagnose membuat,1
diagnose membuat diagnosis,1
membuat diagnosis banding,1
diagnosis banding dan,1
banding dan menentukan,1
dan menentukan pemeriksaan,1
menentukan pemeriksaan esa,1
pemeriksaan esa et,1
esa et al,1
et al 2006,1
al 2006 salah,1
2006 salah satu,1
satu metode yang,1
metode yang dapat,1
digunakan untuk mengklasifikasi,1
untuk mengklasifikasi hasil,1
mengklasifikasi hasil tes,1
tes laboratorium adalah,1
laboratorium adalah algoritma,1
adalah algoritma backpropagation,1
algoritma backpropagation algoritma,1
backpropagation algoritma ini,1
algoritma ini bersifat,1
ini bersifat adaptif,1
bersifat adaptif dan,1
adaptif dan dapat,1
dan dapat menghasilkan,1
dapat menghasilkan output,1
menghasilkan output dengan,1
output dengan cepat,1
dengan cepat namun,1
cepat namun membutuhkan,1
namun membutuhkan waktu,1
membutuhkan waktu yang,1
lama untuk melakukan,1
untuk melakukan pelatihan,1
melakukan pelatihan fausett,1
pelatihan fausett 1994,1
fausett 1994 conjugate,1
1994 conjugate gradient,1
conjugate gradient dipilih,1
gradient dipilih sebagai,1
dipilih sebagai salah,1
satu metode optimasi,1
metode optimasi yang,1
optimasi yang dapat,1
yang dapat mempercepat,1
dapat mempercepat proses,2
mempercepat proses pelatihan,1
proses pelatihan karena,1
pelatihan karena kemampuannya,1
karena kemampuannya untuk,1
kemampuannya untuk mencapai,1
untuk mencapai konvergensi,1
mencapai konvergensi dengan,1
konvergensi dengan lebih,1
dengan lebih cepat,1
lebih cepat wisesty,1
cepat wisesty et,1
wisesty et al,1
al 2010 2,1
2010 2 tinjauan,1
tinjauan pustaka backpropagation,1
pustaka backpropagation merupakan,1
backpropagation merupakan algoritma,1
algoritma yang menggunakan,1
yang menggunakan nilai,1
menggunakan nilai error,1
nilai error pada,1
error pada output,1
pada output unruk,1
output unruk mengubah,1
unruk mengubah bobotnya,1
mengubah bobotnya dalam,1
bobotnya dalam arah,1
dalam arah mundur,1
arah mundur serta,1
mundur serta menggunakan,1
serta menggunakan fungsi,1
menggunakan fungsi aktivasi,1
fungsi aktivasi yang,2
aktivasi yang terdiferensiasi,1
yang terdiferensiasi untuk,1
terdiferensiasi untuk langkah,1
untuk langkah maju,1
langkah maju kusumadewi,1
maju kusumadewi 2004,1
kusumadewi 2004 suatu,1
2004 suatu jaringan,1
suatu jaringan syaraf,1
syaraf tiruan biasanya,1
tiruan biasanya terdiri,1
biasanya terdiri dari,1
lapisan input yang,1
input yang menerima,1
yang menerima masukkan,1
menerima masukkan dari,1
masukkan dari luar,1
dari luar lapisan,1
luar lapisan output,1
lapisan output yang,1
output yang menghasilkan,1
yang menghasilkan output,1
menghasilkan output dari,1
output dari jaringan,1
dari jaringan dan,1
jaringan dan lapisan,1
dan lapisan tersembunyi,1
lapisan tersembunyi yang,1
