Unigram,Frekuensi
khalayak,1
permanen,2
badrul,1
tujuh,9
instagram,2
tiktok,1
wiki,3
wikipedia,1
ensiklopedia,1
mengedit,1
podcast,4
radio,2
audio,3
didengarkan,1
ditonton,1
mengunduh,2
memutar,1
streaming,1
gratis,5
itunes,1
apple,1
nikmati,1
berita,8
obrolan,1
ternama,1
seputar,1
hobi,1
flickr,1
delicious,1
bookmark,1
youtube,3
fotofoto,1
indah,5
artikelartikel,2
informatif,1
videovideo,1
menghibur,1
microblogging,3
terdepan,2
memalukan,4
melontarkan,1
willard,2
agresif,5
4006,1
membela,1
diatasi,4
muhlishotin,1
menyembunyikan,3
traumatis,1
reaksi,5
dirgayunita,1
amarah,1
flaming,1
menghina,3
denigration,1
memfitnah,1
peniruan,1
impersonation,1
terancam,2
outing,2
trickey,1
disebarkan,2
exclusion,1
mengucilkan,1
mengundang,1
grup,2
rumor,1
penguntitan,1
pengulangan,2
repetition,1
terganggumemberikan,1
intention,1
kesengajaan,1
ditimbulkan,3
membahayakan,3
harm,1
nonfisik,1
trauma,1
imbalance,1
geofani,2
iri,5
cemburu,1
kebahagiaan,3
melampiaskan,4
4007,1
bohong,1
sangka,1
menuduh,1
tuduhan,1
berdaya,3
frustrasi,3
ketidakberdayaan,2
membully,1
asuh,2
permisif,1
memanjakan,1
dikelilingi,1
temanteman,2
menindas,1
agresivitas,5
empati,3
intensitas,6
terpancing,1
diintimidasi,1
dibully,1
strain,4
ketegangan,4
dilampiaskan,1
minimnya,3
dwipayana,2
dipicu,1
balas,2
dendam,3
kemarahan,1
puas,1
4008,1
cyberbully,1
impulsif,1
cybervictim,1
pendiam,1
berhatihati,1
menangis,1
tersakiti,1
cyberbullyvictim,1
dihina,1
pengamat,2
involved,1
ruliyatin,2
ridhowati,2
malu,2
kesal,1
putus,1
asa,1
beradaptasi,2
mengisolasi,1
susah,2
mengantuk,1
memerah,1
berkantung,1
terisolasi,1
menjauhi,1
kesepian,1
terasingkan,2
mengurung,1
dikucilkan,2
reaktif,1
akademis,6
berkonsentrasi,1
akademik,5
berani,7
berangkat,1
terhina,1
memperparah,2
kelelahan,2
romantis,1
agresi,2
sakban,2
netiquette,2
beretika,1
provokatif,1
surniandari,2
menghindarinya,2
kampusinstansi,1
mengadakan,6
seminar,21
sipil,2
akademisi,5
pelajar,5
4009,1
ditinggalkan,2
penebar,2
plus,1
hidayatulloh,1
viargi,1
yulianti,1
setiyono,1
pakpahan,1
bhirawa,1
6370,1
shaming,1
karir,1
jom,1
exploratory,1
offending,1
deviant,1
129156,1
kusmawati,1
tohari,1
khidmat,1
prenada,1
limber,1
academi,1
correlates,1
traditional,7
531,1
s13s20,1
jisipjurnal,1
443450,1
investigating,1
hightechnology,1
mississippi,1
publishing,1
sosioteknologi,2
simbiosa,1
rekatama,1
sastra,2
1124,1
jipi,1
perpusyakaan,1
6883,1
penanganannya,1
pandemi,5
bikotetik,1
sahrul,1
kasmawati,1
tahir,1
jisip,1
siroj,1
zulfa,1
intelek,1
cendikiawan,1
11241130,1
4010,1
hatespeech,1
simnasiptek,1
137142,1
cakrawalajurnal,1
257262,1
started,1
guide,2
mari,1
veritas,9
235250,1
menolong,30
praremaja,70
nabi,95
pranata,2
santoso,4
mengingatkan,3
berbahayanya,1
palsu1,1
ironisnya,1
tema,10
dikotbahkan,1
diajarkan,5
jemaat,5
sejujurnya,1
tersentak,1
kuliah,3
demonologi,1
seminari,4
zaman,16
pelayan,2
pelangi,2
kamu,10
membentengi,2
anakanakmu,1
sungguh,4
memercayai,3
materi,7
muridmurid,3
bersyukur,3
mengupayakan,1
terlambat,1
domba,11
percayakan,1
diintai,1
serigala,2
menerkam,1
memikirkan,6
ditunda,1
kepekaan,1
kewaspadaan,3
alkitab2,1
1mis,1
petrus,3
2sekitar,1
mengisahkan,1
pengalamannya,1
membingungkan,2
keluarganya,3
pindah,1
gereja,12
pendeta,10
karismatis,1
ikuti,1
praremajanya,2
menghadiri,2
persekutuan,2
doa,2
dilayani,1
seusia,3
dengannya,1
meyakini,4
mengusahakan,1
persahabatan,2
pergaulan,1
membekali,2
rohani,14
bila,15
bijaksana,4
beranjak,2
mantap,1
setia,7
dipanggil,1
menjawab,7
bertumbuh,2
melayani,3
generasinya,1
kekudusan,1
kemuliaan,3
yesus,18
james,3
stages,1
dettoni,1
kristen3,1
intuitive,2
faithsimple,1
imannya,8
orangtuanya,3
my,2
two,8
literalidentification,1
internalization,1
mempraktikkan,2
pergaulannya,2
ajarkan,14
penyesatan,1
3faith,1
biblical,1
formation,2
diselenggarakan,1
acsi,1
conventionalinternalization,1
melepaskan,2
four,2
individualinternalization,1
saudara,3
seiman,1
pendewasaan,1
five,1
consolidationsustaining,1
teruji,1
sanggup,2
menghidupi,2
konsekuen,1
berproses,1
diwarisi,1
perjumpaan,1
dialog,8
dididik,1
penginjil,2
hamba,38
menyampaikan,7
firman,15
nabinabi,3
910,1
antusias,2
sepakat,5
mewaspadai,2
raguragu,1
1113,1
bertekad,1
arus,13
meruntuhkan,1
masalahmasalah,3
conventional,1
kebingungan,2
supranatural,4
mukjizat,7
menanyakan,3
ajaib,1
ditambah,5
berkotbah,2
memukau,2
berkat,1
berkatnya,1
pengkotbah,2
setan,4
baginya,2
mengerti,3
surga,2
tertutup,2
mereka4,1
bertanya,1
membiarkan,3
menyaru,1
menghukum,1
memberkati,2
mengklaim,4
4matius,1
72123,1
239,1
mendapatkannya,2
kudus5,1
mencurigai,2
hinn,10
kudus6,1
mengaku,3
memanggil,1
keinginannya,1
menyalurkannya,1
lain7,1
hadirat,2
pergi,2
kesaksian,1
kepalsuan,1
johnson,6
vanvonderen,4
menentang,1
kafir,1
mengutuk,1
bermaksud,4
meninggalkannya,1
segansegan,1
setia8,1
menengarai,1
palsu9,1
alone,1
mentality,1
permeates,1
must,2
remain,1
want,1
stay,1
terms,2
wrong,1
backslidden10,1
5david,1
subtle,3
recognizing,1
escaping,1
manipulation,2
authority,2
church,1
grand,3
rapids,3
bethany,1
199171,1
6timotius,1
pneumatologi,1
7seperti,1
dijelaskannya,1
another,3
thing,1
learn,1
holy,1
miraculously,1
else,3
anointing,1
penekanan,4
8the,1
9ibid,1
10ibid,1
dilontarkan,1
mampukah,1
bahayabahaya,2
ajarannya,5
memperingatkan,2
allah11,1
mendengar,8
lebar,6
kebinasaan,2
membinasakan,3
don,1
basham,7
menafsirkan,1
menurutnya,5
hadapan,4
tuhan12,1
yeremia,6
telinga,1
memberitakan,2
pengikut13,1
menegur,1
menghiraukan,1
palsu14,1
yesaya,2
punya,2
palsu15,1
macarthur,2
kebenaran16,1
ujungnya,1
11matius,1
71316,1
2123,1
12true,1
prophets,5
confronting,1
immorality,1
ministry,1
chosen,1
4950,1
13lih,1
14yeremia,1
2715,1
15yesaya,1
16exposing,1
leaders,2
chicago,1
moody,1
198616,1
tertipu,4
pelayanannya,4
bertobat,3
terbongkar,1
penuh,10
kemunafikan,2
hawa,2
berfoyafoya,1
berzinah,1
serakah,2
celaka,1
meniru,12
rasul,11
menyaksikan,1
karunia,6
bermoral,3
jemaat17,1
memuaskan,1
nafsunyahal,1
hasratnya,1
vanvonheren,1
person,4
treats,1
way,2
damages,2
physically,1
call,1
damaging,1
brainwashing,1
phrase,1
describes,1
treated,2
spiritually,1
deeper,1
having,2
becomes,2
wounded,1
scarred,1
mistreatment,1
help,2
spritual,4
empowerment,2
weakening,1
undermining,1
decreasing,1
persons,3
positin,1
dominate,1
spirituality,1
17kisah,1
202731,1
242,4
live,1
standard,2
promotes,1
external,1
performance18,1
pernyataanpernyatan,1
baptisan,1
kalimatkalimat,1
sendiri19,1
menyesatkan,1
pertamatama,1
menyadarkan,3
tersesat,1
palsu20,1
18johnson,1
132021,1
19dalam,1
sewaktuwaktu,1
yakin,1
kekal,1
20true,1
menampakkan,1
sesungguhnya,4
palsu21,1
keserakahan,1
berintegritas22,1
berintegritas,1
sebaik,2
menyebut,4
munafik,1
berbulu,1
domba23,1
penampakkan,1
lahiriah,1
sebenarnya24,1
kalimat,1
godly,2
message,2
character25,1
juruselamat,1
pengusiran,1
kesejatian,2
identik,2
bersukacita,1
bukankah,1
surga26,1
21matius,1
71520,2
22ibid,1
23matius,1
24matius,1
25ibid,1
26lukas,1
1020,1
atasnya,1
memosisikan,3
teguran,1
nasehat,1
utusan,1
wahyu,14
tuhan27,1
terangterangan,1
palsunya,1
pendukungnya28,1
penuntun29,1
integritas,6
karakternya,2
tulus,1
berkomitmen,1
membesarkan,2
condong,1
membanggakan,1
keberhasilannya,1
meninggikan,1
tuannya,1
hormat,1
tunduk,9
mengecam,1
kenikmatan,1
mereka30,1
menuliskan,1
mereka31,1
profesinya,1
integrity,1
emphaty32,1
27ibid,1
28tinjauan,1
29true,1
1179,1
32exposing,1
245,7
iblis,1
malaikat,1
terang33,1
murtad,1
penipu34,1
mengerikan,1
yehezkiel,1
popularitas,3
menggembalakan,1
dombadomba,1
mereka35,1
mendiskusikan,1
melaluinya,1
mengajar,3
menelanjangi,1
kepalsuannya,1
amat,2
kecaman,1
audience,1
ini36,1
fisher,2
kurt,1
goedelman,1
332,2
111215,1
341,3
timotius,2
412,3
35yesaya,1
747,1
tesalonika,1
2910,1
36fu,1
televangelism,1
unrestrained,1
professional,3
wrestling,1
being,3
crowned,1
current,4
reigning,1
champ,1
prophecies,1
heretical,1
doctrines,1
spurious,1
healings,1
exorbitant,1
lifestyle,2
fabricated,1
historical,3
accounts,1
dethrone,1
leading,1
charismatics37,1
didiskusikan,1
samasama,2
berkarisma,1
sambil,2
perumpamaan,2
bodoh,5
badai,2
topan,1
hancur,3
sungguhsungguh,1
hidup38,1
kerinduan,1
bercakapcakap,1
hidupnya39,1
bisset,3
berhenti,5
semasa,1
37the,1
confusing,1
saint,1
louis,1
freedom,1
outreach,1
2002176,1
38true,1
122123,1
39ibid,1
40why,1
kids,2
leave,2
nashville,1
thomas,2
nelson19921521,1
247,3
mengikut,1
palsu41,1
kekeringan,1
tuhan42,1
tekanantekanan,1
benturan,1
merika,1
menyenangkan,3
godaan,1
mendialogkan,1
tertolong,1
menindaklanjuti,1
kristennya,1
siapakah,1
pewahyuan,2
pengutusan,4
yesus43,1
diaken,1
diutus,1
duabelas,1
yesus44,1
penatua,2
mengutus,3
silas,1
timotius45,1
41ibid,1
42ibid,1
43yohanes,1
202122,1
matius,1
281820,1
44kisah,1
451,1
414,1
917,1
kisah,1
1323,1
konfirmasi,3
lain46,1
jemaat47,1
bowman,1
alkitab48,1
protestant,1
principle,4
evangelical,1
principle49,1
janganjangan,1
orthodox,1
berpedoman,1
rasuli,1
catholic,1
principle50,1
diyakini,1
diragukan,2
pemaparan,1
agamaalkitab,1
46basham,1
true,4
47hal,1
farisi,1
lih,1
mat,4
48orthodoxy,1
heresy,1
baker,1
49ibid,1
6263,1
50ibid,1
249,2
dipilihkan,1
seluasluasnya,2
mempertanyakan,1
ketakutan,1
ketidakmengertian,1
keraguan,1
kekecewaan,1
diprioritaskan,1
esensial,1
mengefektifkan,1
ditugaskan,1
menolongnya,1
audiovisual,1
gerejanya,1
belajarmengajar,1
sukacita,1
dikemas,2
santai,1
informal,1
teduh,3
51kebanyakan,1
bergumul,1
bersaat,1
ideide,1
mulamula,2
sana,1
biografi,1
merekomendasi,1
berpaling,1
salah52,1
unconditional,1
agape,1
dihidupkan,1
family,7
altar,1
mezbah,1
seumur,1
mencegahnya,1
jebakan,2
palsu53,1
dipercayai,1
terpanggil,1
mentor,2
kemenangan,1
pengharapan,1
disaksikan,1
generasi,5
tergoyahkan,1
52bisset,1
8385,1
53ibid,1
216218,1
awladuna,12
164175,1
29870445,1
29870437,1
parenting,79
nazila,12
anindita,12
kamal,12
1uin,1
kh,3
abdurrahman,3
pekalongan,5
2uin,1
nazilaratna31gmailcom,1
submited,1
februari,9
see,3
now,2
sad,1
know,2
do,8
nation,1
today,3
politeness,1
honesty,1
religious,1
overview,2
regarding,2
surrounding,1
anything,1
imitate,2
hear,1
thats,2
supervision,1
listen,1
knowing,1
filter,4
enters,1
minds,1
miris,1
tau,17
memliki,1
menompang,1
kesopanankejujuran,1
colleges,11
reserved,11
apaapa,1
dengarkan,2
makanya,1
karna,24
pegawasan,1
memfilter,2
inroduction,1
membesarkannya,1
andil,1
dibesarkan,1
berumah,1
tanggga,1
tingkatan,5
perbedaanperbedaan,2
lainya,1
guruparenting,1
pendiidkan,1
melengkapi,2
candra,2
kesinambungan,1
club,5
hilang,2
kesopanannilai,1
madyawati,2
sekarag,1
dikenalkan,1
gadget,2
tontonan,1
tonton,1
extra,3
memberkan,1
bermain,18
kemalasan,1
lindriany,2
menyeluruh,2
pelaksanaanya,2
informan,2
mengunakan,2
reduksi,3
menajamkan,1
menggolongkan,1
membuang,2
mengorganisir,1
demikan,1
finalnya,1
kebebasn,1
berikan,9
gudged,3
malas,1
parahnya,1
maisari,2
sabar,1
pemberikan,1
rachmat,2
hartati,2
bekata,1
tahukan,1
sebenarbenarnya,1
terbiasa,3
kesopanan,2
tolongterimakasih,1
maaf,1
kedepannya,3
banya,1
yg,3
berbohongberkata,1
nurut,1
menghindarkan,1
yangmereka,1
tawuranpencurian,1
karter,1
mengetaui,1
mendidik,8
ketelitian,1
kesabaran,2
erang,1
parentinga,1
bagaima,1
dikeluarga,1
ulfah,2
berubahrubah,1
fatal,1
megetahui,1
karater,1
tertekan,1
171,4
membereskan,1
mainannya,1
ketempatnya,1
mestinya,4
mengusahakannya,1
mempraktekkan,1
diusahakan,1
berorietasi,1
haruslah,3
memilikiki,1
tuajuan,1
172,3
miliki,4
bagaiman,1
mustahil,3
anakparenting,1
keseharian,1
kepda,1
sampaikan,3
menyuruh,1
napa,2
lakukannya,1
paham,1
173,4
memperbaikinya,1
kudang,1
harapkan,2
melihati,1
menganalisisnya,1
setalah,1
dirasa,2
kkarakter,1
174,6
hamper,2
katakan,1
memperdulikan,1
meraka,1
baikbaik,1
175,3
acknowledgement,1
kami,4
ucapkan,1
prodi,4
membimbing,1
references,2
sibuk,1
pengaruhnya,3
thufula,1
raudhatul,1
athfal,1
httpsdoiorg1021043thufulav5i23475,1
hidayati,1
nasaruddin,1
urgensi,5
jet,1
3549,1
httpsdoiorg1051454jetv4i1201,1
marhumah,1
rafiq,1
alhikmah,1
132143,1
httpsdoiorg1025299alhikmahjaip2021vol1826781,1
logis,4
bunayya,1
giwangan,1
awlady,1
httpsdoiorg1024235awladyv5i14012,1
jendela,3
bunda,1
pgpaud,1
cirebon,1
httpsdoiorg1032534jjbv7i21344,1
missio,1
143161,1
httpsdoiorg1036928jpkmv10i2166,1
edu,1
httpsperspektifppjunpacidindexphp,1
sosiologi,7
301310,2
26221748,6
2684902x,1
httpsdoiorg1024036perspektifv7i2858,1
patriarki,46
berkedok,11
feminis,12
sopian,1
tamrin,6
sopiantamrinunmacid,1
emansipasi,3
aktivisme,6
konstribusi,1
menyingkap,6
feminisme,13
kandidat,10
sulawesi,28
legislatif,10
kpu,7
caloncalon,2
kerabat,9
rekam,3
kepedulian,1
perjuangan,2
bekalangnya,2
menantu,2
ponakan,2
kekuasaannya,5
patriarkalisme,10
involvement,1
contests,2
longer,1
serve,1
emancipation,1
thorough,1
exploration,4
background,2
activism,2
contributions,2
equality,3
uncover,1
patriarchal,1
operations,1
disguised,1
realm,1
female,3
analyzed,2
feminist,2
nature,16
fpublic,1
spaces,2
focus,2
emergence,2
candidates,2
region,3
legislative,1
regional,3
documentation,1
gathered,1
both,3
collected,1
emerge,1
relatives,1
rulers,1
entrepreneurs,1
demonstrates,1
track,1
concern,2
advocacy,1
struggles,1
existence,3
prominent,1
names,1
wives,1
siblings,1
inlaws,1
nieces,1
officials,1
owners,1
concluded,1
arena,11
nothing,1
extension,1
dominant,1
group,3
perpetuate,1
feminism,5
partiarcalism,1
politic,1
cite,3
sharealike,1
remix,1
build,1
upon,1
material,8
original,2
marak,1
khsususnya,1
1786,1
berlanjut,2
1722,1
2087,1
2576,1
3088,1
dct,1
caleg,9
memperebutkan,1
puluh,1
geliat,1
sepintas,1
penguatan,4
wängnerud,3
inklusivitas,1
isuisu,3
keberpihakan,3
lotulung,2
anto,4
didominasi,2
hambatan,8
konstruksi,6
skjeie,2
teigen,2
responsif,3
tantangantantangan,1
stereotip,1
hambatanhambatan,1
struktural,3
bari,2
keterwakilan,7
capaian,2
mencatat,4
sebanding,1
arab,3
yaman,1
kuwait,1
nordik,1
islandia,1
tergolong,3
affirmative,3
implementasinya,2
kuota,2
kontroversial,1
trisnani,2
windiarti,2
proporsional,1
barnett,2
shalaby,2
diwakili,1
landasan,10
terpinggirkan,1
aulya,2
moenta,2
halim,2
2022dalam,1
ketidakjelasan,1
ketidakadilan,2
mewajibkan,1
penempatan,4
mayrudin,3
nurrohman,3
astuti,3
menujukkan,2
melanngengkan,1
hannah,1
arendt,2
dialogis,1
gardiner,2
penelitan,2
breaking,1
barriers,1
bridges,1
membongkar,3
berpartisipasi,6
realisasi,2
kecurigaan,2
penampakan,1
politisi,9
anging,1
segar,2
ikhwal,1
simbolisnya,1
panggung,10
fenomenologi,2
selubung,1
fenomenologis,3
figure,2
kancah,3
terdominasi,1
suksesnya,1
mendeskripsikan,3
pileg,1
sutton,2
austin,2
kontestan,2
kekerabatan,5
penguasaha,1
actor,3
slanjutnya,1
backstage,3
erving,2
goffman,7
fenomenologisnya,1
mereproduksi,1
mengkonstruksi,1
goofman,2
historis,4
akumulasi,2
berkesadaran,1
sepantasnya,1
kemestian,1
dikurung,1
diinternalisasi,1
dipertahankan,2
pemisahan,2
menggejolak,1
genealogi,2
tabel1,1
fatmawati,1
rusdi,3
sulsel,25
masse,1
mantan,6
bupati,23
sidrap,1
nasdem,1
aliyah,1
mustika,1
ilham,2
20192024,4
walikota,10
indira,2
chunda,1
thita,1
syahrul,2
yasin,1
limpo,1
meity,1
rahmatia,1
liestiaty,1
fachrudin,1
rachmatika,1
yustitia,1
januar,1
jauriponakan,1
debbie,1
rusdin,1
hasnah,1
syam,3
barru,1
rezki,2
mulfiati,1
soppeng,1
tenri,2
abeng,1
salangketo,1
pj,1
bone,2
bakal,6
gowa,1
apiaty,1
alm,1
dani,8
pomanto,1
yariana,1
somalinggi,1
tana,2
toraja,8
agustina,17
mangande,1
3toraja,1
azizah,1
irma,7
wahyudiyati,1
pinrang,4
inas,1
muchtar,1
bulukumba,1
eva,2
stevany,1
rataba,1
damayanti,1
batti,1
hayarna,1
basmin,1
3luwu,2
dakka,1
salmawati,1
paris,1
jenneponto,2
maryani,1
selayar,2
erna,2
rasyid,1
pare,4
parepare,1
nurkanita,1
maruddani,1
bantaeng,2
indriani,3
20102015,1
notabene,1
klan,3
dibekali,2
pencalonannya,1
pencalonan,2
namanama,1
urut,1
pencalegkan,1
kedekatannya,1
si,5
memobilisasi,1
dapil,1
mobilisasi,1
birokrasi,10
sanksisanksi,1
terstentu,1
sorotan,1
meminjam,1
weber,5
memperagakan,2
otoritras,1
mendasarkan,2
tindakannya,3
legitimasi,2
kerajaan,3
diregenerasi,1
keturunan,3
patologi,1
profesionalisme,1
ekslusifisme,1
poliik,1
patrimonialisme,6
menampak,2
theobald,2
mendefenisikan,1
neopatrimonialisme,1
dikarena,1
dipraktikkan,1
kesangsian,1
barangkali,1
menguraikan,2
faktafakta,8
temukan,1
dioperasikan,3
mode,1
nir,1
samasekali,1
kerjakerja,2
dorong,1
tampilnya,1
ambisi,2
niron,2
seda,2
seksama,1
mapan,2
perekrutan,1
bertumpu,1
sewenangwenang,1
schochet,2
memperlakukan,3
hanyalah,4
patrimonial,2
seolaholah,1
gobetti,2
rasionallegal,1
seakanakan,2
teremansipasi,1
sokongan,1
memapankan,1
sinilah,1
terkecoh,1
mendominasi,1
pengusungan,1
menghalangi,1
sebabnya,3
patriarkinya,1
otentifikasi,1
jenkins,2
reardon,2
pembongkaran,1
kepurapuraan,1
tindaktanduk,1
performativitas,2
dramatik,1
dimainkan,7
maseda,2
dipegang,1
agenda,2
diposisikan,2
mengekspos,2
eksposur,1
pertunjukan,4
skrip,4
pertunjukkan,2
baliknya,4
ikhal,1
scenario,1
menjembatani,3
ekspektasi,1
tumbal,1
lingkarannya,1
perempuannya,1
skenarionya,1
elemenelemen,1
meliput,1
scheff,2
phillips,2
kincaid,2
perlakuan,8
melangkah,1
pembebasan,1
memberdayakan,2
memanfaatkannya,2
autonomi,1
ilusi,1
berharap,2
independen,7
menginisiasi,1
kalaupun,1
ditegakkan,1
berlandaskan,1
lingkaran,1
setara,1
pluralitas,1
bacchi,2
ditegaskan,3
kepentingannya,1
dibaca,9
komperehensif,1
menelusuri,1
bullough,3
cermat,2
mesti,1
alokasi,1
orientasi,3
tatanan,4
kolektivisme,1
bourdieu,1
mengartikan,2
habitus,1
mangez,2
subtil,1
politis,1
artian,1
alihalih,1
peranperan,1
berwibawa,1
simbolisme,1
ketimpangan,1
kerangkeng,1
ketajaman,2
mengorbankan,3
agen,2
mengkokohkan,1
impression,1
dilampaui,1
memantik,1
intrupsi,1
penyalagunaan,1
sukoharjo,1
tahta,1
menakar,1
amanna,1
gappa,1
126136,1
pub,1
diduduki,1
20142019,1
united,8
nations,6
division,6
advancement,2
expert,7
enhancing,2
enabling,2
achieving,1
bangkok,1
studying,1
authoritarian,2
regimes,1
235240,1
undoing,1
demos,1
neoliberalisms,1
stealth,1
mit,2
kroeck,1
newburry,1
kundu,1
lowe,1
institutional,3
398411,1
authenticity,1
thinking,1
632637,1
patriarchalism,2
private,6
4465,1
uk,6
routledge,4
relations,1
transaction,2
peace,2
towards,6
genderinclusive,1
holistic,1
perspective,3
209231,1
731,1
141155,1
quota,1
legislation,1
election,1
costa,1
rican,1
12031223,1
dtc,1
iosr,1
humanities,1
iosrjhss,1
2212,1
7788,1
sosiohumaniora,1
138144,1
bourdieus,1
fieldsuk,1
deciphering,1
sociological,1
revisited,1
francis,1
pengorganisasian,1
ijddemos,1
10711090,1
aristo,1
203228,1
unbound,1
paradigm,1
attitudes,1
17thcentury,1
england,1
thought,1
attanwir,1
90101,1
constructions,1
travelling,1
balanced,1
nordic,1
1303,1
187197,1
past,1
654667,1
canadian,1
pharmacy,1
683,1
patrimonialism,1
548559,1
qardhawi,2
kalimah,1
209228,1
substantive,1
annual,1
5169,1
translation,1
harvard,1
1744,1
fidi,1
junaedi,1
sebelas,3
angkrek,1
situ,1
no19,1
sumedang,6
45323,1
a22100059mhsstmiksumedangacid,1
mengulas,6
alzheimer,10
hyperparameter,4
synthetic,1
minority,1
oversampling,1
smote,4
pengulasan,2
mandalam,1
intinya,1
tugastugas,2
diperintah,1
matematika,3
dependen,1
kontinu,1
diskrit,2
1745,1
pohon,15
sekumpulan,5
akar,1
nodenode,1
lampau,1
terpendek,1
optimum,2
memperumit,1
ann,6
disederhanakan,2
neuron,14
pemroses,3
hierarkis,1
sinaptikkoneksi,1
hyperplane,2
margin,1
himpunan,2
diakhiri,1
reviewstudi,1
memilah,1
768,2
1018,2
kolesterol,5
melitus,4
1746,1
1025,1
15648,1
14352,1
akurasinya,1
373,1
erlin,2
yulvia,2
nora,2
marlim,2
junadhi,2
laili,2
suryati,2
nova,2
mengidap,1
azzahra,3
tarimana,2
septian,3
azriel,2
saktiawan,3
0934,2
egi,1
safitria,1
rofiantob,1
neni,1
purwatic,1
hendra,1
kurniawana,1
karnilaa,1
unggul,3
kurva,1
roc,1
082,1
073,1
1747,1
carolina,1
wibowo,2
sofiana,1
ardi,1
nurchim,1
membandingan,1
seberapa,4
jatnika,2
fahmi,2
idris,5
rafid,2
malik,2
mutoffar,2
ardiantito,3
steven,1
immanuel,1
pggk,1
penyeimbangan,1
rahmaddeni,2
rf,1
8571,1
terperinci,2
paparkan,1
reviewnya,1
pendungkung,1
1748,1
rincian,2
metodemetode,2
rb,1
asyim,1
yulianto,3
bangsawan,1
sumenep,1
httpswwwgooglecomurlsatrctjqes,1
rcssourcewebcdcadrjauact8ved,1
2ahukewihv5lumjf9ahue23mbhfp5b08q,1
fnoecasqaqurlhttps3a2f2fjournal,1
unhasacid2findexphp2fjnik2farticle2,1
fview2f42812f2691usgaovvaw18c01,1
zoiak3bpakpz6baw,1
az,1
1206212068,1
nurmalitasari,1
purwanto,3
deriv,1
pendidik,3
145152,1
1031316jderivatv9i22639,1
mahmuda,1
kanal,1
01,15
2131,1
1057008jjmv2i01633,1
ramadhon,1
ogi,1
febrihartina,1
firdaus,3
tauhid,6
1860,1
1874,1
1030997karimahtauhidv3i211952,1
cholil,1
handayani,6
prathivi,1
ardianita,1
beasiswa,1
ijcit,1
technol,5
118,1
127,4
1031294ijcitv6i210438,1
purwitasari,1
soleh,1
chatbot,2
parocessing,1
1421,1
1031543jiiv6i1192,1
abdusyukur,1
komputa,1
7382,1
1034010komputav12i19418,1
martantoh,1
yanih,1
1749,1
kepribadiaan,1
mts,1
darussaadah,1
php,20
mysql,10
166175,1
1035957jtsiv3i22896,1
nas,1
elektro,2
8896,1
1022146jntetiv11i23586,1
rofianto,1
purwati,2
kurniawan,4
karnila,1
mellitus,1
760766,1
1026418justinv12i484620,1
akad,1
1062281v2i2145,1
penelit,1
374,1
caltex,1
terap,1
236245,1
mengoptimalkan,14
sertifikat,72
abimanyu,1
argani,1
wahyatma,1
taraka,1
1universitas,1
gorontalo,2
jend,1
sudirman,1
no6,1
dulalowo,1
2politeknik,1
cipto,1
mangun,1
kusumo,1
keledang,1
tifikat,1
bertang,1
gung,2
perumusan,5
peneli,2
tian,2
menyele,1
saikan,1
serti,4
fikat,4
minim,2
transparan,2
mengimple,1
mentasikan,1
keberadaanya,1
kemente,1
rian,1
perindustrian,1
niar,1
surry,1
nafizah,2
yunus,1
winoto,2
merubah,2
abimanyu772gmailcom,1
wahtaramagmailcom,1
ardiyansyah,1
making,6
dilun,1
curkan,1
septya,1
nugrahanto,2
darmiyati,1
zuchdi,2
spekulasi,1
pembenahan,3
gubah,1
widaningsih,2
peredaran,1
melamar,1
gaji,2
membuk,1
tikan,1
mengelu,1
arkan,1
beredarnya,1
menempuh,2
winarno,4
admin,15
tersentralisasi,1
dimanipulasi,2
ditanggulangi,1
keaslian,4
keabsahan,2
diminimalisir,2
tercetak,1
peserta,17
didik,5
aripin,2
alphabet,2
incubator,2
pencetakan,1
tercapainya,2
pembaruan,4
sertifikasi,3
kualifikasi,2
dibarengi,2
kese,2
jahteraan,1
muslich,2
200712,1
raharja,5
datanya,2
terwujud,2
terda,1
pat,3
digunakannya,1
pendaftaran,1
mudian,2
kasir,7
menginput,2
dibuatkannya,1
kwitansi,1
terima,2
merekap,1
hasiswa,1
keterlambatan,1
mencocokan,2
pencocokan,3
