ngram,frequency
protokol jaringan77,1
jaringan77 beberapa,1
beberapa jenis,3
dos meliputi78,1
meliputi78 a,1
a serangan,2
serangan flooding,1
flooding mengirimkan,1
mengirimkan lalu,1
lintas berlebih,1
berlebih ke,1
target untuk,1
untuk menghabiskan,3
menghabiskan sumber,2
daya yang,9
ada sehingga,1
sehingga sistem,1
sistem menjadi,1
tidak responsif79,1
responsif79 b,1
b serangan,2
serangan ping,1
ping of,1
of death,1
death mengirimkan,1
mengirimkan paket,1
paket ping,1
ping yang,1
yang sengaja,1
sengaja dimodifikasi,1
dimodifikasi dengan,1
dengan ukuran,2
ukuran yang,1
yang 75,1
75 jonas,1
jonas borchgrevink,1
borchgrevink hacking,4
its legal,6
legal consequences,5
consequences last,5
june 23,5
23 2023,5
2023 httpshacked,1
httpshacked comhackinganditslegalconsequencesaccesseddateparts2023623authordroppingparticlefam,1
comhackinganditslegalconsequencesaccesseddateparts2023623authordroppingparticlefam ilyborchgrevinkgivenjonasnondroppingparticleparsenamesfalsesuffixiditem1issued,1
ilyborchgrevinkgivenjonasnondroppingparticleparsenamesfalsesuffixiditem1issued dateparts2023titlehacking,1
dateparts2023titlehacking and,1
legal consequencestypewebpageurishttpwwwmendeleycomdoc,1
consequencestypewebpageurishttpwwwmendeleycomdoc umentsuuid38d8eda1972e4ab4ba10a8d38a0de6e3mendeleyformattedcitationjonas,1
umentsuuid38d8eda1972e4ab4ba10a8d38a0de6e3mendeleyformattedcitationjonas borchgrevink,1
2023 httpshackedcomhackinganditslegalconsequenc,1
httpshackedcomhackinganditslegalconsequenc esplaintextformattedcitationjonas,1
esplaintextformattedcitationjonas borchgrevink,1
2023 httpshackedcomhackinganditslegalconsequencespreviouslyformattedcitationjonas,1
httpshackedcomhackinganditslegalconsequencespreviouslyformattedcitationjonas borchgrevink,1
2023 httpshackedcomhackinganditslegalcon,1
httpshackedcomhackinganditslegalcon sequencespropertiesnoteindex75schemahttpsgithubcomcitationstylelanguageschemarawmastercslcita,1
sequencespropertiesnoteindex75schemahttpsgithubcomcitationstylelanguageschemarawmastercslcita tionjson,1
tionjson 76,1
76 national,1
national cyber,2
security centre,2
centre denial,2
dos guidance,2
guidance last,2
https wwwncscgovukcollectiondenialservicedosguidancecollectiontext22denial,1
wwwncscgovukcollectiondenialservicedosguidancecollectiontext22denial of,1
of service22,2
service22 or,2
or 22frequently,2
22frequently report,1
report ed,1
ed by,1
the media326authordroppingparticlefamilynational,1
media326authordroppingparticlefamilynational cyber,1
security centregivennondrop,2
centregivennondrop pingparticleparsenamesfalsesuffixiditem1issueddateparts2023titledenial,2
pingparticleparsenamesfalsesuffixiditem1issueddateparts2023titledenial of,2
dos 77,1
77 ibid326authordroppingparticlefamilynational,1
ibid326authordroppingparticlefamilynational cyber,1
dos 78,1
78 konstantinos,1
konstantinos pelechrinis,1
pelechrinis marios,1
marios iliofotou,2
iliofotou and,2
and srikanth,2
srikanth v,2
v krishnamurthy,2
krishnamurthy denial,2
service attacks,6
attacks in,4
in wireless,2
wireless net,1
net works,1
works the,1
of jammers,2
jammers ieee,2
ieee communications,2
communications surveys,2
surveys tutorials,2
tutorials 13,2
2 2010,2
2010 245257,2
245257 79,1
79 raihan,1
raihan ur,2
ur rasool,1
rasool et,2
of link,2
link flooding,2
flooding attacks,2
in software,2
software defined,2
defined network,2
network ecosystems,2
ecosystems journal,2
of net,1
net work,1
2020 russel,1
butarbutar 310,1
310 melebihi,1
melebihi batas,1
yang diizinkan,1
diizinkan sehingga,1
menyebabkan crash,1
crash atau,1
atau kegagalan,1
kegagalan sistem80,1
sistem80 c,1
c serangan,2
serangan syn,1
syn flood,1
flood membanjiri,1
membanjiri sistem,1
target dengan,1
dengan permintaan,2
permintaan koneksi,1
koneksi tcp,1
tcp yang,1
tidak lengkap,2
lengkap syn,1
syn untuk,1
daya sistem,1
mencegah akses,2
akses pengguna,1
yang sah81,1
sah81 d,1
d serangan,1
serangan distribusi,1
distribusi penolakan,1
layanan distributed,1
ddos melibatkan,1
melibatkan peng,1
peng gunaan,1
gunaan botnet,1
botnet yaitu,1
yaitu jaringan,1
terinfeksi malware,1
malware dan,2
dan dikendalikan,1
oleh penyerang,1
penyerang untuk,1
untuk meluncurkan,1
meluncurkan serangan,1
dos dari,1
sumber yang,8
yang terdistribusi,1
terdistribusi sehingga,1
sehingga meningkatkan,1
meningkatkan kemampuan,2
kemampuan serangan,1
sulit dilacak82,1
dilacak82 2,1
2 penolakan,1
doi serangan,1
serangan doi83,1
doi83 bertujuan,1
menghambat aksesibilitas,1
ketersediaan informasi,2
sah pada,1
atau situs,2
web hal,1
dengan memodifikasi,1
atau menghapus,3
menghapus data,5
data penting,1
penting merusak,1
merusak atau,4
menghapus file,1
file atau,1
cara lain,1
lain mengganggu,1
mengganggu aliran,1
aliran informasi,1
yang diinginkan84,1
diinginkan84 beberapa,1
serangan doi,1
doi meliputi85,1
meliputi85 a,1
serangan deface,1
deface mengubah,1
mengubah tampilan,1
tampilan situs,1
tujuan mengirimkan,1
mengirimkan pesan,4
pesan atau,2
atau menyebab,1
menyebab kan,1
kan kerugian,1
reputasi bagi,1
pemilik situs86,1
situs86 b,1
serangan injeksi,1
injeksi sql,1
sql memanfaatkan,1
memanfaatkan celah,1
keamanan pada,1
base dengan,1
dengan menyisipkan,1
menyisipkan perintah,1
perintah sql,1
sql berbahaya,1
berbahaya untuk,1
mengambil memodifikasi,1
dari database87,1
database87 c,1
serangan penghancuran,1
penghancuran data,1
data destruction,1
destruction menghapus,1
menghapus merusak,1
penting pada,2
atau jaringan88,1
jaringan88 serangan,1
dan doi,1
doi dapat,1
gangguan layanan,1
layanan kerugian,1
reputasi atau,1
bahkan mengancam,1
mengancam keberlangsungan,1
keberlangsungan bisnis,1
bisnis atau,1
atau operasional,1
operasional sebuah,1
sebuah organisasi89,1
organisasi89 3,1
analisis kejahatan,7
individu analisis,1
individu melibatkan,1
melibatkan pemahaman,2
pemahaman tentang,6
umum menargetkan,1
menargetkan individu,1
individu serta,1
dampak dan,2
strategi perlindungan,1
digunakan berikut,1
aspek penting,4
perlu dianalisis,1
dianalisis 80,1
80 sagar,1
sagar pande,1
pande et,1
al ddos,1
detection using,2
using machine,6
learning technique,2
technique in,2
in recent,2
recent studies,2
studies on,2
on computational,3
computational intelli,1
intelli gence,1
gence doctoral,1
doctoral symposium,2
symposium on,4
intelligence dosci,2
dosci 2020,2
2020 springer,2
springer singapore,2
singapore 2020,2
2020 5968,2
5968 81,1
81 ibid,1
ibid 82,1
82 felix,1
felix lau,1
lau et,1
al distributed,1
attacks ieee,3
ieee 3,2
3 2000,2
2000 22752280,2
22752280 83,1
83 adaoma,1
adaoma ezenwe,1
ezenwe eoghan,1
eoghan furey,2
furey and,3
and kevin,2
kevin curran,2
curran mitigating,3
mitigating denial,3
attacks with,3
with load,3
load balancing,2
balancing journal,1
of robotics,2
robotics and,2
and control,2
control jrc,2
jrc 1,2
4 2020,2
2020 129135,2
129135 84,1
84 yuchong,1
yuchong li,1
li and,1
and qinghui,2
qinghui liu,2
liu a,2
comprehensive review,2
review study,2
of cyberattacks,2
cyberattacks and,2
and cyber,2
security emerging,2
emerging trends,2
trends and,2
and recent,2
recent developments,2
developments energy,2
energy reports,2
reports 7,2
7 2021,2
2021 81768186,2
81768186 85,1
85 gregory,1
gregory conti,1
conti and,1
and mustaque,2
mustaque ahamad,2
ahamad a,2
a framework,3
framework for,3
for countering,2
countering denialofinformation,2
denialofinformation attacks,2
ieee security,2
security privacy,2
privacy 6,2
3 2005,2
2005 5056,2
5056 86,1
86 mariam,1
mariam albalawi,1
albalawi et,2
al website,1
website defacement,2
defacement detection,2
detection and,3
and monitoring,2
monitoring methods,2
methods a,2
a reviewno,2
reviewno title,2
title electronics,2
electronics 2022,2
2022 3573,2
3573 11,2
11 2022,2
2022 120,2
120 httpsdoiorg103390electronics11213573,2
httpsdoiorg103390electronics11213573 87,1
87 maha,1
maha alghawazi,1
alghawazi daniyal,1
daniyal alghazzawi,2
alghazzawi and,2
and suaad,2
suaad alarifi,2
alarifi detection,2
detection of,2
of sql,2
sql injection,3
injection attack,2
attack using,2
learning techniques,4
techniques a,2
systematic literature,4
review journal,2
of cybersecurity,2
and privacy,2
privacy 2,2
2022 764777,2
764777 88,1
88 lei,1
lei cui,1
cui et,2
al detecting,1
detecting false,2
false data,2
data attacks,2
attacks using,2
techniques in,2
in smart,2
smart grid,2
grid a,2
a surv,2
surv journal,2
applications 170,2
170 no,2
no 102808,2
102808 2020,2
2020 89,1
89 ezenwe,1
ezenwe furey,1
and curran,1
balancing loc,1
no2 311,1
311 1,1
phishing serangan,1
serangan phishing,6
phishing melibatkan,1
melibatkan upaya,1
upaya memperoleh,1
sensitif seperti,1
sandi no,1
no mor,1
mor kartu,1
pribadi dengan,1
dengan menyamar,1
entitas tepercaya,1
tepercaya melalui,1
melalui email,3
email pesan,1
teks atau,1
web palsu,3
palsu analisis,1
siber harus,2
harus melibatkan,2
melibatkan identifikasi,1
identifikasi taktik,1
taktik phishing,2
umum seperti,2
seperti tautan,1
mencurigakan atau,1
atau email,2
email yang,3
yang meminta,1
meminta informasi,1
pribadi 2,1
2 malware,1
malware malware,1
malware adalah,1
adalah perangkat,1
berbahaya yang,1
dapat diinstal,1
diinstal tanpa,1
izin pengguna,1
pengguna dan,2
dan merusak,6
merusak sistem,1
sistem mencuri,1
ke penyerang,1
penyerang analisis,1
perlu mencakup,1
mencakup pemahaman,1
tentang jenisjenis,1
jenisjenis malware,1
malware seperti,1
seperti virus,1
virus worm,1
worm trojan,1
trojan atau,1
atau ran,1
ran somware,1
somware serta,1
serta cara,3
cara mereka,3
mereka menyebar,1
menyebar dan,2
perangkat 3,1
identitas kejahatan,1
identitas melibatkan,1
melibatkan pencurian,1
pencurian atau,1
atau penyalahgunaan,1
informasi prib,1
prib adi,1
adi seseorang,1
lainnya analisis,1
analisis keja,1
keja hatan,1
hatan siber,1
penjahat identitas,1
identitas seperti,1
seperti pencurian,2
data phising,1
phising atau,1
anakanak 4,1
4 penipuan,1
online penipuan,1
online melibatkan,1
melibatkan praktik,1
praktik penipuan,2
penipuan untuk,1
untuk mengelabui,2
mengelabui individu,1
tindakan finansial,1
merugikan analisis,1
analisis kejaha,1
kejaha tan,1
tan siber,1
harus memahami,3
memahami jenis,1
jenis penipuan,1
seperti penipuan,2
penipuan lotere,1
lotere penipuan,1
penipuan cinta,1
cinta atau,1
penipuan investasi,1
investasi serta,1
serta taktik,1
oleh penipu,1
penipu untuk,1
untuk mengecoh,1
mengecoh korban,1
korban 5,1
5 pelecehan,1
online pelecehan,1
online mencakup,1
seperti pelecehan,1
verbal pelecehan,1
seksual atau,1
atau cyberbullying,1
cyberbullying yang,2
digital analisis,1
memahami dampak,3
dampak psikologis,3
sosial dari,1
online serta,1
cara melindungi,2
tersebut 6,1
6 keamanan,1
keamanan data,6
dan privasi,3
privasi analisis,1
siber juga,3
perlindungan data,1
privasi individu,1
ini termasuk,4
termasuk penggunaan,1
penggunaan kata,1
kuat enkripsi,1
enkripsi data,4
data pengaturan,1
pengaturan privasi,2
privasi media,1
kebijakan penggunaan,2
penggunaan data,3
pribadi oleh,1
atau plat,1
plat form,1
form online,1
online secara,1
telah diusulkan,1
diusulkan agar,1
agar rekayasa,1
dapat dicegah,2
dicegah melalui,1
melalui penggunaan,1
penggunaan kebijakan,1
keamanan pendidikan,1
pendidikan pelatihan,1
dan kesadaran,3
kesadaran karyawan,1
dan mendirikan,1
mendirikan budaya,1
budaya keamanan,1
keamanan dalam,2
dalam organisasi90,1
organisasi90 dalam,1
pribadi waspada,1
waspada terhadap,2
terhadap taktik,1
taktik penipuan,2
penipuan menggunakan,1
menggunakan perangkat,1
yang terbaru,3
terbaru dan,1
memperbarui sistem,1
sistem secara,6
teratur edukasi,1
edukasi dan,5
kesadaran terhadap,1
juga sangat,3
mengenali dan,4
serangan tersebut91,1
tersebut91 iv,1
iv simpulan,1
simpulan berdasarkan,1
berdasarkan analisis,2
individu dapat,3
individu rentan,1
terhadap berbagai,4
penipuan dalam,1
dalam ekosistem,2
ekosistem digital,1
digital jenis,1
siber terdiri,1
trickery 2,1
harassment 3,1
crimes 4,1
hacking dan,1
information secara,1
malware 90,1
90 ahmad,1
ahmad uways,2
uways zulkurnain,1
zulkurnain et,2
attack mitigation,2
mitigation international,2
of mathematics,1
mathematics and,1
and computational,2
computational science,2
science 1,2
4 2015,2
2015 188198,2
188198 91,1
91 yusuf,1
yusuf perwej,1
perwej et,2
review on,3
the cyber,2
security tional,2
scientific research,3
and managemen,2
managemen 9,2
no 12,2
12 2021,2
2021 669710,2
669710 russel,1
butarbutar 312,1
312 kejahatan,1
siber selain,1
untuk memperhatikan,1
memperhatikan kebijakan,1
kebijakan privasi,1
yang diterapkan,6
diterapkan oleh,2
perusahaan dan,2
dan platform,2
online menggunakan,1
menggunakan pengaturan,1
dan mempertimbangkan,1
mempertimbangkan kebijakan,1
pribadi dapat,1
individu menjaga,1
menjaga privasi,1
dan mengurangi,3
risiko penyalahgunaan,1
penyalahgunaan data,1
data edukasi,1
tentang kejahatan,1
juga merupakan,10
faktor penting,3
penting dengan,2
meningkatkan pemahaman,1
diri individu,1
mengurangi kemungkinan,1
kemungkinan menjadi,1
korban serangan,1
dapat bertindak,1
bertindak dengan,1
dengan bijak,1
bijak saat,1
saat berinteraksi,1
berinteraksi dalam,1
lingkungan digital,2
digital dalam,2
upaya melawan,1
melawan kejahatan,1
siber kolaborasi,1
kolaborasi antara,1
individu lembaga,1
lembaga penegak,1
penegak hukum,2
dan industri,16
industri teknologi,2
teknologi juga,5
juga penting,1
penting pengembangan,1
pengembangan solusi,1
solusi keamanan,1
kuat peningkatan,1
peningkatan hukum,1
kerjasama dalam,1
mengatasi ancaman,1
siber dapat,1
melindungi individu,1
dan menciptakan,3
lebih aman,3
dan andal,2
andal technology,1
no2 313,1
313 daftar,1
daftar referensi,1
referensi jurnalartkel,1
jurnalartkel aag,1
crime statis,1
statis ticstext1,1
ticstext1 in,1
2022 abulencia,1
abulencia jesse,1
jesse the,1
2021 acquisti,1
acquisti alessandro,2
alessandro leslie,1
249274 acquisti,1
alessandro curtis,1
442492 ahmad,1
ahmad showkat,1
showkat social,1
105110 albalawi,1
al mariam,1
mariam website,1
httpsdoiorg103390electronics11213573 aldawood,1
aldawood hussain,1
hussain and,1
personal de,1
de vices,1
vices international,1
1926 alghawazi,1
alghawazi maha,1
maha daniyal,1
using ma,1
ma chine,1
chine learning,1
764777 almutairi,1
almutairi bandar,1
s and,2
impact journal,1
2022 alshaikh,1
alshaikh hesham,1
hesham nagy,1
3139 anderson,1
anderson ross,1
ross chris,1
chris barton,1
barton rainer,1
rainer bölme,1
bölme richard,1
richard clayton,1
clayton carlos,1
carlos ganán,1
ganán tom,1
tom grasso,1
grasso michael,1
michael levi,1
levi tyler,1
tyler moore,1
moore and,1
and marie,1
marie vasek,1
vasek easuring,1
2019 ac,1
ac cessed,1
cessed june,1
2023 httpsorcacardiffacukideprint1226841levi_measuring,1
httpsorcacardiffacukideprint1226841levi_measuring the,1
cybercrimepdf arora,1
arora bhavna,1
bhavna exploring,1
2016 540542,1
540542 bansla,1
bansla neetu,1
neetu swati,1
managing hu,1
hu man,1
man behavior,1
1822 başeskioğlu,1
başeskioğlu m,1
ö and,1
engineering antipiracy,1
humancomputer inter,1
inter action,1
action optimization,1
robotic applications,1
applications hora,1
15 beaman,1
al craig,1
craig ransomware,1
research direc,1
direc tions,1
tions computers,1
102490 beno,1
beno richard,1
richard and,1
hacking pass,1
pass words,1
words in,1
13 bermejo,1
bermejo c,1
c h,1
16 russel,1
butarbutar 314,1
314 borchgrevink,1
borchgrevink jonas,1
jonas hacking,1
2023 httpshackedcomhackinganditslegalconsequences,1
httpshackedcomhackinganditslegalconsequences broadhurst,1
broadhurst roderic,1
roderic developments,1
an inter,1
inter national,1
national journal,1
408433 chng,1
chng samuel,1
samuel han,1
han yu,1
yu lu,1
lu ayush,1
ayush kumar,1
kumar and,1
and david,1
david yau,1
yau hacker,1
2022 conteh,1
conteh nabie,1
y the,1
144149 conti,1
conti gregory,1
gregory and,1
5056 cui,1
al lei,1
lei detecting,1
2020 deora,1
deora raj,1
singh and,1
of commu,1
commu nication,1
nication engineering,1
engineering systems,1
16 devi,1
devi r,1
ethical hack,1
ing 4th,1
2020 dupont,1
dupont b,1
b and,1
httpsdoiorg10117708944393211011584 englander,1
englander elizabeth,1
elizabeth edward,1
edward donnerstein,1
donnerstein robini,1
robini kowalsk,1
kowalsk carolyn,1
carolyn a,1
a lin,1
lin and,1
and katalin,1
parti defining,1
s148s151 ezenwe,1
ezenwe adaoma,1
adaoma eoghan,1
load bal,1
bal ancing,1
ancing journal,1
129135 felzmann,1
felzmann heike,1
heike eduard,1
transparency requirements,1
requirements for,1
114 httpsjournalssagepubcomdoiepub1011772053951719860542,1
httpsjournalssagepubcomdoiepub1011772053951719860542 ghafir,1
ghafir i,1
i v,1
v prenosil,1
prenosil a,1
a alhejailan,1
alhejailan and,1
m hammoudeh,1
hammoudeh social,1
and de,1
de fense,1
fense approaches,1
45149 heartfield,1
al ryan,1
ryan a,1
home comput,1
comput ers,1
ers security,1
398428 hennink,1
hennink monique,1
monique inge,1
2020 hussain,1
hussain ali,1
ali what,1
httpswwwinvestopediacomtermsiidentitytheftasp jamil,1
al abid,1
abid mpmpa,1
50405048 jhaver,1
gilbert e,1
e online,1
of blocklists,1
blocklists acm,1
133 jones,1
jones keith,1
s miriam,1
miriam e,1
e armstrong,1
armstrong mckenna,1
mckenna k,1
k tornblad,1
tornblad and,1
and akbar,1
akbar siami,1
siami namin,1
namin how,1
social engi,1
engi technology,1
no2 315,1
315 neers,1
neers use,1
314331 karali,1
karali y,1
y s,1
4348 kaspersky,1
2023 httpswwwkasperskycomresourcecenterdefinitionswhatishacking,1
httpswwwkasperskycomresourcecenterdefinitionswhatishacking khurana,1
khurana atika,1
atika amy,1
amy bleakley,1
bleakley amy,1
amy b,1
b jordan,1
jordan and,1
and daniel,1
daniel romer,1
romer the,1
10391047 kumar,1
kumar anshul,1
anshul mansi,1
a sur,1
sur vey,1
vey european,1
1519 lau,1
lau felix,1
felix stuart,1
stuart h,1
h rubin,1
rubin michael,1
michael h,1
h smith,1
smith and,1
and ljiljana,1
ljiljana trajkovic,1
trajkovic distributed,1
service at,1
at tacks,1
tacks ieee,1
22752280 lee,1
lee chunghun,1
chunghun choong,1
6070 lenhard,1
lenhard th,1
th website,1
2022 li,1
li yuchong,1
yuchong and,1
81768186 lohani,1
lohani shivam,1
shivam social,1
research 4,1
2019 lubua,1
lubua ew,1
ew and,1
hreat conference,1
conference proceedings,1
111 luthiya,1
luthiya adik,1
nur benny,1
pengaturan pencuri,1
pencuri an,1
an data,1
1429 mandalla,1
mandalla achmad,1
achmad zaki,1
zaki deteksi,1
penipuan pada,1
pada transaksi,1
kredit menggunakan,1
metode stochastic,1
stochastic gradient,1
gradient descent,1
descent dengan,1
dengan momentum,1
momentum institut,1
institut teknologi,1
teknologi sepuluh,1
sepuluh nopember,1
nopember 2023,1
2023 maseno,1
maseno elijah,1
m vishing,1
2017 http418949138080xmluibitstreamhandle1234567891276masenovishing,1
http418949138080xmluibitstreamhandle1234567891276masenovishing attack,1
mobile userspdfsequence1isallowedy,1
userspdfsequence1isallowedy mcguire,1
mcguire mike,1
mike and,1
2023 httpsciteseerxistpsuedudocumentrepidrep1,1
httpsciteseerxistpsuedudocumentrepidrep1 typepdfdoi5e089b9bac3cdba577724cf0cd23f648a4f952d9,1
typepdfdoi5e089b9bac3cdba577724cf0cd23f648a4f952d9 mehmood,1
mehmood a,1
a i,1
i natgunanathan,1
natgunanathan y,1
y xiang,1
xiang g,1
g hua,1
hua and,1
s guo,1
guo protection,1
2016 httpsieeexploreieeeorgstampstampjsptparnumber7460114,1
httpsieeexploreieeeorgstampstampjsptparnumber7460114 national,1
2023 httpswwwncscgovukcollectiondenialservicedosguidancecollectiontext22de,1
